TODATE,kVA,kVAR,kW
14:37,0.1652008593,-0.02593636885,0.1095367745
14:39,0.1651615351,-0.02584050409,0.1094542369
14:41,0.1652787328,-0.0248831287,0.1096932068
14:43,0.1654286683,-0.02509229258,0.1095990762
14:45,0.1653555632,-0.02593631111,0.1095365286
14:47,0.1655097902,-0.02793142945,0.1097592339
14:49,0.1655731946,-0.02607458085,0.1095900759
14:51,0.1653710902,-0.02593252994,0.1093135774
14:53,0.1655229628,-0.02602372691,0.1096912697
14:55,0.1653671414,-0.02504968829,0.109796308
14:57,0.1654676497,-0.02537010051,0.1094333082
14:59,0.1656693518,-0.02536575869,0.1096545681
15:01,0.1701419801,-0.02704143338,0.1095735729
15:03,0.4496415257,0.2403310835,0.1934783161
15:05,0.4500494897,0.2402994633,0.1939157844
15:07,0.16588296,-0.02554388344,0.1096938178
15:09,0.1654932201,-0.0248832386,0.1092513576
15:11,0.1654563844,-0.02493910305,0.109604314
15:13,0.1654890031,-0.02399755269,0.1095090061
15:15,0.165384382,-0.02509903163,0.1095082983
15:17,0.1653327495,-0.02576384321,0.1094715893
15:19,0.1654653996,-0.02510763146,0.1094358191
15:21,0.1655188352,-0.02509908564,0.1097297966
15:23,0.1657596231,-0.02615421638,0.109796159
15:25,0.1654661894,-0.0257107541,0.1097595021
15:27,0.1655406803,-0.02593232132,0.1095358729
15:29,0.1654305458,-0.0265283566,0.109664157
15:31,0.1655902863,-0.0257887803,0.1095936745
15:33,0.1653643847,-0.02625138499,0.1094316542
15:35,0.1653304696,-0.02694747411,0.1096251085
15:37,0.1655070335,-0.0254296232,0.1094885245
15:39,0.1655350626,-0.0250494536,0.1093132645
15:41,0.1757746786,-0.02700347826,0.1091527715
15:43,0.1760593206,-0.02856575698,0.1089290008
15:45,0.1699890792,-0.02673553117,0.1089702696
15:47,0.1652135104,-0.02525036782,0.1091863438
15:49,0.1654396355,-0.02532356977,0.1096568629
15:51,0.1696936041,-0.02796602435,0.109029837
15:53,0.1649014652,-0.02606708556,0.109193787
15:55,0.1648912281,-0.02510773763,0.1089939997
15:57,0.165186584,-0.02598412894,0.1094719544
15:59,0.169962123,-0.02554382756,0.1092512384
16:01,0.1756142527,-0.02607444674,0.1091493964
16:03,0.4496635199,0.2399304658,0.1943137199
16:05,0.4501718283,0.2402036786,0.1944991946
16:07,0.4501718283,0.2402036786,0.1944991946
16:09,0.4501718283,0.2402036786,0.1944991946
16:11,0.4501718283,0.2402036786,0.1944991946
16:13,0.4501718283,0.2402036786,0.1944991946
16:15,0.4501718283,0.2402036786,0.1944991946
16:17,0.4501718283,0.2402036786,0.1944991946
16:19,0.4501718283,0.2402036786,0.1944991946
16:21,0.4501718283,0.2402036786,0.1944991946
16:23,0.4501718283,0.2402036786,0.1944991946
16:25,0.4501718283,0.2402036786,0.1944991946
16:27,0.4501718283,0.2402036786,0.1944991946
16:29,0.4501718283,0.2402036786,0.1944991946
16:31,0.4501718283,0.2402036786,0.1944991946
16:33,0.4501718283,0.2402036786,0.1944991946
16:35,0.4501718283,0.2402036786,0.1944991946
16:37,0.4501718283,0.2402036786,0.1944991946
16:39,0.4501718283,0.2402036786,0.1944991946
16:41,0.4501718283,0.2402036786,0.1944991946
16:43,0.4501718283,0.2402036786,0.1944991946
16:45,0.4501718283,0.2402036786,0.1944991946
16:47,0.4501718283,0.2402036786,0.1944991946
16:49,0.4501718283,0.2402036786,0.1944991946
16:51,0.4501718283,0.2402036786,0.1944991946
16:53,0.4501718283,0.2402036786,0.1944991946
16:55,0.4501718283,0.2402036786,0.1944991946
16:57,0.4501718283,0.2402036786,0.1944991946
16:59,0.4501718283,0.2402036786,0.1944991946
17:01,0.4501718283,0.2402036786,0.1944991946
17:03,0.4501718283,0.2402036786,0.1944991946
17:05,0.4501718283,0.2402036786,0.1944991946
